file,date,latitude,longitude,ocean,profiler_type,institution,date_update
aoml/13858/profiles/R13858_045.nc,1998-11-25T02:01:50Z,4.6,-9.756,A,845,AO,2018-10-11T18:06:09Z
aoml/13858/profiles/R13858_046.nc,1998-12-06T03:16:18Z,5.203,-10.046,A,845,AO,2018-10-11T18:06:09Z
aoml/13858/profiles/R13858_047.nc,1998-12-16T20:42:42Z,5.179,-9.934,A,845,AO,2018-10-11T18:06:09Z
aoml/13858/profiles/R13858_048.nc,1998-12-27T20:00:25Z,4.975,-9.612,A,845,AO,2018-10-11T18:06:09Z
aoml/13859/profiles/R13859_001.nc,1997-07-30T14:45:11Z,0.236,-19.688,A,845,AO,2018-10-11T18:09:03Z
aoml/13859/profiles/R13859_002.nc,1997-08-10T14:26:23Z,0.054,-20.39,A,845,AO,2018-10-11T18:09:03Z
aoml/13859/profiles/R13859_003.nc,1997-08-21T14:07:27Z,-0.011,-21.299,A,845,AO,2024-07-22T21:16:29Z
aoml/13859/profiles/R13859_004.nc,1997-09-01T15:27:23Z,0.483,-22.395,A,845,AO,2018-10-11T18:09:04Z
aoml/13859/profiles/R13859_005.nc,1997-09-12T15:09:07Z,0.017,-23.218,A,845,AO,2018-10-11T18:09:04Z
aoml/13859/profiles/R13859_006.nc,1997-09-23T14:46:49Z,-0.235,-24.002,A,845,AO,2018-10-11T18:09:04Z
aoml/13859/profiles/R13859_007.nc,1997-10-04T14:28:43Z,0.67,-24.427,A,845,AO,2018-10-11T18:09:05Z
aoml/13859/profiles/R13859_008.nc,1997-10-15T15:46:26Z,-0.058,-25.251,A,845,AO,2018-10-11T18:09:05Z
aoml/13859/profiles/R13859_009.nc,1997-10-26T15:25:20Z,-0.828,-25.968,A,845,AO,2018-10-11T18:09:05Z
aoml/13859/profiles/R13859_010.nc,1997-11-06T15:06:03Z,-0.589,-26.379,A,845,AO,2018-10-11T18:09:05Z
aoml/13859/profiles/R13859_011.nc,1997-11-17T14:47:16Z,-0.184,-27.062,A,845,AO,2024-07-22T21:16:31Z
aoml/13859/profiles/R13859_012.nc,1997-11-28T14:29:47Z,-0.521,-27.319,A,845,AO,2018-10-11T18:09:06Z
aoml/13859/profiles/R13859_013.nc,1997-12-09T15:44:01Z,-0.305,-26.659,A,845,AO,2018-10-11T18:09:06Z
aoml/13859/profiles/R13859_014.nc,1997-12-20T15:25:09Z,0.491,-25.636,A,845,AO,2018-10-11T18:09:07Z
aoml/13859/profiles/R13859_015.nc,1997-12-31T15:04:26Z,0.53,-24.485,A,845,AO,2018-10-11T18:09:07Z
aoml/13859/profiles/R13859_016.nc,1998-01-11T14:46:40Z,1.119,-23.622,A,845,AO,2018-10-11T18:09:07Z
aoml/13859/profiles/R13859_017.nc,1998-01-22T14:26:48Z,0.631,-22.459,A,845,AO,2018-10-11T18:09:07Z
aoml/13859/profiles/R13859_018.nc,1998-02-02T14:07:13Z,0.815,-21.33,A,845,AO,2018-10-11T18:09:08Z
aoml/13859/profiles/R13859_019.nc,1998-02-13T15:22:35Z,1.419,-21.122,A,845,AO,2018-10-11T18:09:08Z
aoml/13859/profiles/R13859_020.nc,1998-02-24T15:01:33Z,1.411,-21.111,A,845,AO,2018-10-11T18:09:08Z
aoml/13859/profiles/R13859_021.nc,1998-03-07T14:41:40Z,1.173,-20.82,A,845,AO,2018-10-11T18:09:09Z
aoml/13859/profiles/R13859_022.nc,1998-03-18T14:24:28Z,1.483,-20.91,A,845,AO,2018-10-11T18:09:09Z
aoml/13859/profiles/R13859_023.nc,1998-03-29T15:39:14Z,1.934,-21.18,A,845,AO,2018-10-11T18:09:09Z
aoml/13859/profiles/R13859_024.nc,1998-04-09T15:18:48Z,1.62,-21.304,A,845,AO,2018-10-11T18:09:09Z
aoml/13859/profiles/R13859_025.nc,1998-04-20T14:59:00Z,1.529,-21.584,A,845,AO,2018-10-11T18:09:10Z
aoml/13859/profiles/R13859_026.nc,1998-05-01T14:41:21Z,1.633,-22.031,A,845,AO,2018-10-11T18:09:10Z
aoml/13859/profiles/R13859_027.nc,1998-05-12T14:22:55Z,1.543,-22.542,A,845,AO,2018-10-11T18:09:10Z
aoml/13859/profiles/R13859_028.nc,1998-05-23T15:36:31Z,1.329,-22.922,A,845,AO,2018-10-11T18:09:10Z
aoml/13859/profiles/R13859_029.nc,1998-06-03T15:16:14Z,1.291,-23.169,A,845,AO,2018-10-11T18:09:11Z
aoml/13859/profiles/R13859_030.nc,1998-06-14T14:55:50Z,1.203,-22.805,A,845,AO,2018-10-11T18:09:11Z
aoml/13859/profiles/R13859_031.nc,1998-06-25T14:36:38Z,0.947,-22.894,A,845,AO,2018-10-11T18:09:11Z
aoml/13859/profiles/R13859_032.nc,1998-07-06T15:52:24Z,1.2,-23.175,A,845,AO,2018-10-11T18:09:12Z
aoml/13859/profiles/R13859_033.nc,1998-07-17T15:30:47Z,1.177,-24.056,A,845,AO,2018-10-11T18:09:12Z
aoml/13859/profiles/R13859_034.nc,1998-07-28T15:11:06Z,1.324,-24.505,A,845,AO,2018-10-11T18:09:12Z
aoml/13859/profiles/R13859_035.nc,1998-08-08T14:51:40Z,0.823,-25.353,A,845,AO,2018-10-11T18:09:13Z
aoml/13859/profiles/R13859_036.nc,1998-08-19T16:07:08Z,1.045,-26.14,A,845,AO,2018-10-11T18:09:13Z
aoml/13859/profiles/R13859_037.nc,1998-08-30T15:46:42Z,0.886,-26.171,A,845,AO,2018-10-11T18:09:13Z
aoml/13859/profiles/R13859_038.nc,1998-09-10T15:26:14Z,1.273,-25.712,A,845,AO,2018-10-11T18:09:13Z
aoml/13859/profiles/R13859_039.nc,1998-09-21T15:06:40Z,0.687,-25.632,A,845,AO,2018-10-11T18:09:14Z
aoml/13859/profiles/R13859_040.nc,1998-10-02T14:48:08Z,1.043,-25.983,A,845,AO,2018-10-11T18:09:14Z
aoml/13859/profiles/R13859_041.nc,1998-10-13T16:00:41Z,1.234,-25.476,A,845,AO,2018-10-11T18:09:14Z
aoml/13859/profiles/R13859_042.nc,1998-10-24T15:42:48Z,2.22,-25.6,A,845,AO,2018-10-11T18:09:15Z
aoml/13859/profiles/R13859_043.nc,1998-11-04T15:20:57Z,2.886,-24.559,A,845,AO,2018-10-11T18:09:15Z
aoml/13859/profiles/R13859_044.nc,1998-11-15T14:58:44Z,2.698,-24.18,A,845,AO,2018-10-11T18:09:15Z
aoml/13859/profiles/R13859_045.nc,1998-11-26T16:14:40Z,1.955,-24.266,A,845,AO,2018-10-11T18:09:16Z
aoml/13859/profiles/R13859_046.nc,1998-12-07T15:53:04Z,1.255,-24.964,A,845,AO,2018-10-11T18:09:16Z
aoml/13859/profiles/R13859_047.nc,1998-12-18T15:31:25Z,1.429,-25.67,A,845,AO,2018-10-11T18:09:16Z
aoml/13859/profiles/R13859_048.nc,1998-12-29T15:10:56Z,2.112,-24.955,A,845,AO,2018-10-11T18:09:17Z
aoml/13859/profiles/R13859_049.nc,1999-01-09T14:54:58Z,2.358,-24.31,A,845,AO,2018-10-11T18:09:17Z
aoml/13859/profiles/R13859_050.nc,1999-01-20T16:04:51Z,2.712,-24.195,A,845,AO,2018-10-11T18:09:17Z
aoml/13859/profiles/R13859_051.nc,1999-01-31T15:44:24Z,2.782,-24.217,A,845,AO,2018-10-11T18:09:17Z
aoml/13859/profiles/R13859_052.nc,1999-02-11T15:21:35Z,3.294,-24.722,A,845,AO,2018-10-11T18:09:18Z
aoml/13859/profiles/R13859_053.nc,1999-02-22T15:02:59Z,3.831,-25.654,A,845,AO,2018-10-11T18:09:18Z
aoml/13859/profiles/R13859_054.nc,1999-03-05T16:15:10Z,4.069,-26.318,A,845,AO,2018-10-11T18:09:18Z
aoml/13859/profiles/R13859_055.nc,1999-03-16T15:56:36Z,4.197,-26.468,A,845,AO,2018-10-11T18:09:19Z
aoml/13859/profiles/R13859_056.nc,1999-03-27T15:35:43Z,4.379,-26.837,A,845,AO,2018-10-11T18:09:19Z
aoml/13859/profiles/R13859_057.nc,1999-04-07T11:39:13Z,4.545,-27.149,A,845,AO,2018-10-11T18:09:19Z
aoml/13859/profiles/R13859_058.nc,1999-04-18T12:47:51Z,4.314,-27.817,A,845,AO,2018-10-11T18:09:19Z
aoml/13859/profiles/R13859_059.nc,1999-04-29T12:05:41Z,4.466,-28.615,A,845,AO,2018-10-11T18:09:20Z
aoml/13859/profiles/R13859_060.nc,1999-05-10T11:25:55Z,4.515,-29.417,A,845,AO,2018-10-11T18:09:20Z
aoml/13859/profiles/R13859_061.nc,1999-05-21T12:30:28Z,4.48,-30.197,A,845,AO,2018-10-11T18:09:20Z
aoml/13859/profiles/R13859_062.nc,1999-06-01T11:49:58Z,4.49,-30.702,A,845,AO,2018-10-11T18:09:20Z
aoml/13859/profiles/R13859_063.nc,1999-06-12T11:18:24Z,4.042,-30.636,A,845,AO,2018-10-11T18:09:21Z
aoml/13859/profiles/R13859_064.nc,1999-06-23T12:13:34Z,3.676,-31.098,A,845,AO,2018-10-11T18:09:21Z
aoml/13859/profiles/R13859_065.nc,1999-07-04T11:13:46Z,3.688,-31.811,A,845,AO,2018-10-11T18:09:21Z
aoml/13859/profiles/R13859_066.nc,1999-07-15T12:40:23Z,3.231,-32.638,A,845,AO,2018-10-11T18:09:22Z
aoml/13859/profiles/R13859_067.nc,1999-07-26T11:25:02Z,2.965,-32.75,A,845,AO,2018-10-11T18:09:22Z
aoml/13859/profiles/R13859_068.nc,1999-08-06T11:20:01Z,2.97,-32.549,A,845,AO,2018-10-11T18:09:22Z
aoml/13859/profiles/R13859_069.nc,1999-08-17T12:22:28Z,2.95,-32.742,A,845,AO,2018-10-11T18:09:22Z
aoml/13859/profiles/R13859_070.nc,1999-08-28T11:43:31Z,3.384,-33.254,A,845,AO,2018-10-11T18:09:23Z
aoml/13859/profiles/R13859_071.nc,1999-09-08T11:10:34Z,3.872,-33.677,A,845,AO,2018-10-11T18:09:23Z
aoml/13859/profiles/R13859_072.nc,1999-09-19T11:07:46Z,5.01,-33.523,A,845,AO,2018-10-11T18:09:23Z
aoml/13859/profiles/R13859_073.nc,1999-09-30T11:28:30Z,5.476,-32.719,A,845,AO,2018-10-11T18:09:23Z
aoml/13859/profiles/R13859_074.nc,1999-10-11T11:15:15Z,4.881,-32.253,A,845,AO,2018-10-11T18:09:24Z
aoml/13859/profiles/R13859_075.nc,1999-10-22T11:48:42Z,4.309,-32.372,A,845,AO,2018-10-11T18:09:24Z
aoml/13859/profiles/R13859_076.nc,1999-11-02T11:09:56Z,3.728,-32.364,A,845,AO,2018-10-11T18:09:24Z
aoml/13859/profiles/R13859_077.nc,1999-11-13T12:10:30Z,4.136,-32.593,A,845,AO,2018-10-11T18:09:25Z
aoml/13859/profiles/R13859_078.nc,1999-11-24T11:30:50Z,4.734,-32.366,A,845,AO,2018-10-11T18:09:25Z
aoml/13859/profiles/R13859_079.nc,1999-12-05T12:32:11Z,4.753,-31.698,A,845,AO,2018-10-11T18:09:25Z
aoml/13859/profiles/R13859_080.nc,1999-12-16T11:52:02Z,5.357,-31.661,A,845,AO,2018-10-11T18:09:26Z
aoml/13859/profiles/R13859_081.nc,1999-12-27T11:04:27Z,5.928,-31.594,A,845,AO,2018-10-11T18:09:26Z
aoml/13859/profiles/R13859_082.nc,2000-01-07T12:20:41Z,5.525,-31.107,A,845,AO,2018-10-11T18:09:26Z
aoml/13859/profiles/R13859_083.nc,2000-01-18T11:14:46Z,4.375,-31.059,A,845,AO,2018-10-11T18:09:26Z
aoml/13859/profiles/R13859_084.nc,2000-01-29T10:59:41Z,4.24,-31.22,A,845,AO,2018-10-11T18:09:27Z
aoml/13859/profiles/R13859_085.nc,2000-02-09T11:53:31Z,4.918,-30.854,A,845,AO,2018-10-11T18:09:27Z
aoml/13859/profiles/R13859_086.nc,2000-02-20T11:13:59Z,4.293,-30.194,A,845,AO,2018-10-11T18:09:27Z
aoml/13859/profiles/R13859_087.nc,2000-03-02T12:14:14Z,3.971,-30.302,A,845,AO,2018-10-11T18:09:27Z
aoml/13859/profiles/R13859_088.nc,2000-03-13T11:32:24Z,4.351,-30.172,A,845,AO,2018-10-11T18:09:27Z
aoml/13859/profiles/R13859_089.nc,2000-03-24T10:59:50Z,4.337,-30.475,A,845,AO,2018-10-11T18:09:28Z
aoml/13859/profiles/R13859_090.nc,2000-04-04T11:03:40Z,4.223,-30.92,A,845,AO,2018-10-11T18:09:28Z
aoml/13859/profiles/R13859_091.nc,2000-04-15T11:13:42Z,4.102,-31.41,A,845,AO,2018-10-11T18:09:28Z
aoml/13859/profiles/R13859_092.nc,2000-04-26T11:03:55Z,3.92,-31.953,A,845,AO,2018-10-11T18:09:28Z
aoml/13859/profiles/R13859_093.nc,2000-05-07T11:30:43Z,3.719,-32.281,A,845,AO,2018-10-11T18:09:29Z
aoml/13859/profiles/R13859_094.nc,2000-05-18T11:12:06Z,3.63,-32.776,A,845,AO,2018-10-11T18:09:29Z
aoml/13859/profiles/R13859_095.nc,2000-05-29T11:48:29Z,3.958,-32.605,A,845,AO,2018-10-11T18:09:29Z
aoml/13859/profiles/R13859_096.nc,2000-06-09T11:08:49Z,4.606,-31.98,A,845,AO,2018-10-11T18:09:29Z
aoml/13859/profiles/R13859_097.nc,2000-06-20T12:04:53Z,4.434,-31.269,A,845,AO,2018-10-11T18:09:30Z
aoml/13859/profiles/R13859_098.nc,2000-07-01T11:24:13Z,4.364,-30.674,A,845,AO,2018-10-11T18:09:30Z
aoml/13859/profiles/R13859_099.nc,2000-07-12T12:23:55Z,4.647,-29.924,A,845,AO,2018-10-11T18:09:30Z
aoml/13859/profiles/R13859_100.nc,2000-07-23T11:40:17Z,4.83,-29.142,A,845,AO,2018-10-11T18:09:30Z
aoml/13859/profiles/R13859_101.nc,2000-08-03T11:12:47Z,4.921,-28.585,A,845,AO,2018-10-11T18:09:31Z
aoml/13859/profiles/R13859_102.nc,2000-08-14T11:57:28Z,4.746,-28.494,A,845,AO,2018-10-11T18:09:31Z
aoml/13859/profiles/R13859_103.nc,2000-08-25T11:16:02Z,4.288,-29.09,A,845,AO,2018-10-11T18:09:31Z
aoml/13859/profiles/R13859_104.nc,2000-09-05T12:13:18Z,3.851,-29.858,A,845,AO,2018-10-11T18:09:31Z
aoml/13859/profiles/R13859_105.nc,2000-09-16T11:32:01Z,3.56,-30.199,A,845,AO,2018-10-11T18:09:31Z
aoml/13859/profiles/R13859_106.nc,2000-09-27T17:58:42Z,3.627,-29.765,A,845,AO,2018-10-11T18:09:32Z
aoml/13859/profiles/R13859_107.nc,2000-10-08T11:46:50Z,3.508,-29.737,A,845,AO,2018-10-11T18:09:32Z
aoml/13859/profiles/R13859_108.nc,2000-10-19T12:45:49Z,4.006,-29.747,A,845,AO,2018-10-11T18:09:32Z
aoml/13859/profiles/R13859_109.nc,2000-10-30T12:01:06Z,4.947,-29.577,A,845,AO,2018-10-11T18:09:32Z
aoml/13859/profiles/R13859_110.nc,2000-11-10T11:29:57Z,5.128,-28.838,A,845,AO,2018-10-11T18:09:33Z
aoml/13859/profiles/R13859_111.nc,2000-11-21T12:15:31Z,5.031,-28.417,A,845,AO,2018-10-11T18:09:33Z
aoml/13859/profiles/R13859_112.nc,2000-12-02T13:15:29Z,5.153,-28.144,A,845,AO,2018-10-11T18:09:33Z
aoml/13859/profiles/R13859_113.nc,2000-12-13T12:30:31Z,4.922,-28.117,A,845,AO,2018-10-11T18:09:33Z
aoml/13859/profiles/R13859_114.nc,2000-12-24T11:53:34Z,4.541,-28.403,A,845,AO,2018-10-11T18:09:33Z
aoml/13859/profiles/R13859_115.nc,2001-01-04T12:44:29Z,4.782,-28.138,A,845,AO,2018-10-11T18:09:34Z
aoml/13859/profiles/R13859_116.nc,2001-01-15T12:04:33Z,4.899,-27.722,A,845,AO,2018-10-11T18:09:34Z
aoml/13859/profiles/R13859_117.nc,2001-01-26T12:58:23Z,4.836,-26.988,A,845,AO,2018-10-11T18:09:34Z
aoml/13859/profiles/R13859_118.nc,2001-02-06T12:12:42Z,5.193,-26.661,A,845,AO,2018-10-11T18:09:34Z
aoml/13859/profiles/R13859_119.nc,2001-02-17T13:12:39Z,5.273,-26.428,A,845,AO,2018-10-11T18:09:34Z
aoml/13859/profiles/R13859_120.nc,2001-02-28T12:26:17Z,5.055,-26,A,845,AO,2018-10-11T18:09:34Z
aoml/13859/profiles/R13859_121.nc,2001-03-11T13:25:16Z,4.868,-26.184,A,845,AO,2018-10-11T18:09:35Z
aoml/13859/profiles/R13859_122.nc,2001-03-22T12:39:57Z,4.916,-26.365,A,845,AO,2018-10-11T18:09:35Z
aoml/13859/profiles/R13859_123.nc,2001-04-02T11:54:00Z,4.641,-26.513,A,845,AO,2018-10-11T18:09:35Z
aoml/13859/profiles/R13859_124.nc,2001-04-13T12:52:00Z,4.478,-26.879,A,845,AO,2018-10-11T18:09:35Z
aoml/13859/profiles/R13859_125.nc,2001-04-24T12:05:31Z,4.366,-27.642,A,845,AO,2018-10-11T18:09:36Z
aoml/13859/profiles/R13859_126.nc,2001-05-05T13:05:09Z,4.515,-28.439,A,845,AO,2018-10-11T18:09:36Z
aoml/13859/profiles/R13859_127.nc,2001-05-16T12:16:40Z,4.94,-28.646,A,845,AO,2018-10-11T18:09:36Z
aoml/13859/profiles/R13859_128.nc,2001-05-27T13:14:29Z,4.579,-28.671,A,845,AO,2018-10-11T18:09:37Z
aoml/13859/profiles/R13859_129.nc,2001-06-07T12:27:58Z,4.166,-28.895,A,845,AO,2018-10-11T18:09:37Z
aoml/13859/profiles/R13859_130.nc,2001-06-18T11:50:58Z,3.857,-29.098,A,845,AO,2018-10-11T18:09:37Z
aoml/13859/profiles/R13859_131.nc,2001-06-29T12:39:53Z,3.973,-29.365,A,845,AO,2018-10-11T18:09:38Z
aoml/13859/profiles/R13859_132.nc,2001-07-10T12:01:00Z,4.137,-29.668,A,845,AO,2018-10-11T18:09:38Z
aoml/13859/profiles/R13859_133.nc,2001-07-21T12:49:28Z,3.958,-29.91,A,845,AO,2018-10-11T18:09:38Z
aoml/13859/profiles/R13859_134.nc,2001-08-01T12:03:38Z,4.149,-30.096,A,845,AO,2018-10-11T18:09:38Z
aoml/13859/profiles/R13859_135.nc,2001-08-12T12:58:59Z,3.927,-30.257,A,845,AO,2018-10-11T18:09:38Z
aoml/13859/profiles/R13859_136.nc,2001-08-23T12:13:46Z,4.2,-30.683,A,845,AO,2018-10-11T18:09:39Z
aoml/13859/profiles/R13859_137.nc,2001-09-03T13:09:14Z,4.49,-30.488,A,845,AO,2018-10-11T18:09:39Z
aoml/13859/profiles/R13859_138.nc,2001-09-14T12:24:05Z,4.773,-30.024,A,845,AO,2018-10-11T18:09:39Z
aoml/13859/profiles/R13859_139.nc,2001-09-25T13:20:10Z,4.677,-29.831,A,845,AO,2018-10-11T18:09:39Z
aoml/13859/profiles/R13859_140.nc,2001-10-06T12:31:56Z,4.934,-29.83,A,845,AO,2018-10-11T18:09:39Z
aoml/13859/profiles/R13859_141.nc,2001-10-17T13:28:40Z,5.291,-29.325,A,845,AO,2018-10-11T18:09:40Z
aoml/13859/profiles/R13859_142.nc,2001-10-28T12:40:28Z,5.241,-29.061,A,845,AO,2018-10-11T18:09:40Z
aoml/13859/profiles/R13859_143.nc,2001-11-08T13:37:15Z,5.272,-28.504,A,845,AO,2018-10-11T18:09:40Z
aoml/13859/profiles/R13859_144.nc,2001-11-19T12:48:46Z,5.609,-27.965,A,845,AO,2018-10-11T18:09:40Z
aoml/13859/profiles/R13859_145.nc,2001-11-30T13:44:14Z,5.232,-27.363,A,845,AO,2018-10-11T18:09:40Z
aoml/13859/profiles/R13859_146.nc,2001-12-11T12:55:09Z,4.946,-26.719,A,845,AO,2018-10-11T18:09:41Z
aoml/13859/profiles/R13859_147.nc,2001-12-22T13:52:15Z,5.193,-25.836,A,845,AO,2018-10-11T18:09:41Z
aoml/13859/profiles/R13859_148.nc,2002-01-02T13:02:25Z,4.79,-25.093,A,845,AO,2018-10-11T18:09:41Z
aoml/13859/profiles/R13859_149.nc,2002-01-13T13:46:51Z,4.977,-24.659,A,845,AO,2018-10-11T18:09:41Z
aoml/13859/profiles/R13859_150.nc,2002-01-24T13:09:25Z,4.858,-24.579,A,845,AO,2018-10-11T18:09:41Z
aoml/13859/profiles/R13859_151.nc,2002-02-04T10:31:27Z,4.486,-24.294,A,845,AO,2018-10-11T18:09:42Z
aoml/13859/profiles/R13859_152.nc,2002-02-15T11:31:06Z,4.79,-23.83,A,845,AO,2018-10-11T18:09:42Z
aoml/13859/profiles/R13859_153.nc,2002-02-26T10:26:03Z,5.086,-23.529,A,845,AO,2018-10-11T18:09:42Z
aoml/13859/profiles/R13859_154.nc,2002-03-09T11:36:14Z,4.538,-23.68,A,845,AO,2018-10-11T18:09:42Z
aoml/13859/profiles/R13859_155.nc,2002-03-20T10:52:39Z,3.761,-24.448,A,845,AO,2018-10-11T18:09:43Z
aoml/15819/profiles/R15819_001.nc,1997-08-13T13:55:20Z,-5.956,-19.398,A,845,AO,2018-10-11T18:06:10Z
aoml/15819/profiles/R15819_002.nc,1997-08-24T15:10:30Z,-5.863,-18.864,A,845,AO,2018-10-11T18:06:10Z
aoml/15819/profiles/R15819_003.nc,1997-09-04T14:50:06Z,-5.695,-18.442,A,845,AO,2018-10-11T18:06:10Z
aoml/15819/profiles/R15819_004.nc,1997-09-15T14:31:54Z,-5.807,-18.353,A,845,AO,2018-10-11T18:06:11Z
aoml/15819/profiles/R15819_005.nc,1997-09-26T14:12:18Z,-5.769,-18.161,A,845,AO,2018-10-11T18:06:11Z
aoml/15819/profiles/R15819_006.nc,1997-10-07T13:54:05Z,-5.568,-17.759,A,845,AO,2018-10-11T18:06:11Z
aoml/15819/profiles/R15819_007.nc,1997-10-18T15:10:26Z,-5.833,-17.074,A,845,AO,2018-10-11T18:06:12Z
aoml/15819/profiles/R15819_008.nc,1997-10-29T14:50:20Z,-5.945,-16.514,A,845,AO,2018-10-11T18:06:12Z
aoml/15819/profiles/R15819_009.nc,1997-11-09T14:30:31Z,-6.324,-16.427,A,845,AO,2018-10-11T18:06:12Z
aoml/15819/profiles/R15819_010.nc,1997-11-20T14:10:56Z,-6.831,-16.683,A,845,AO,2018-10-11T18:06:13Z
aoml/15819/profiles/R15819_011.nc,1997-12-01T13:53:53Z,-7.271,-17.069,A,845,AO,2018-10-11T18:06:13Z
aoml/15819/profiles/R15819_012.nc,1997-12-12T15:09:25Z,-7.519,-17.292,A,845,AO,2018-10-11T18:06:13Z
aoml/15819/profiles/R15819_013.nc,1997-12-23T14:49:04Z,-7.563,-17.259,A,845,AO,2018-10-11T18:06:13Z
aoml/15819/profiles/R15819_014.nc,1998-01-03T14:29:25Z,-7.401,-17.309,A,845,AO,2018-10-11T18:06:14Z
aoml/15819/profiles/R15819_015.nc,1998-01-14T14:10:44Z,-7.33,-17.51,A,845,AO,2018-10-11T18:06:14Z
aoml/15819/profiles/R15819_016.nc,1998-01-25T15:27:15Z,-7.333,-17.755,A,845,AO,2018-10-11T18:06:14Z
aoml/15819/profiles/R15819_017.nc,1998-02-05T15:06:48Z,-7.519,-17.943,A,845,AO,2018-10-11T18:06:15Z
aoml/15819/profiles/R15819_018.nc,1998-02-16T14:47:07Z,-7.623,-18.196,A,845,AO,2018-10-11T18:06:15Z
aoml/15819/profiles/R15819_019.nc,1998-02-27T14:29:46Z,-7.667,-18.488,A,845,AO,2018-10-11T18:06:15Z
aoml/15819/profiles/R15819_020.nc,1998-03-10T14:09:03Z,-7.774,-18.653,A,845,AO,2018-10-11T18:06:15Z
aoml/15819/profiles/R15819_021.nc,1998-03-21T15:24:27Z,-7.68,-18.694,A,845,AO,2018-10-11T18:06:16Z
aoml/15819/profiles/R15819_022.nc,1998-04-01T15:04:40Z,-7.508,-18.747,A,845,AO,2018-10-11T18:06:16Z
aoml/15819/profiles/R15819_023.nc,1998-04-12T14:45:55Z,-7.491,-18.805,A,845,AO,2018-10-11T18:06:16Z
aoml/15819/profiles/R15819_024.nc,1998-04-23T14:26:26Z,-7.52,-18.876,A,845,AO,2018-10-11T18:06:17Z
aoml/15819/profiles/R15819_025.nc,1998-05-04T14:07:33Z,-7.473,-19.025,A,845,AO,2018-10-11T18:06:17Z
aoml/15819/profiles/R15819_026.nc,1998-05-15T15:21:28Z,-7.488,-19.255,A,845,AO,2018-10-11T18:06:17Z
aoml/15819/profiles/R15819_027.nc,1998-05-26T15:01:08Z,-7.445,-19.464,A,845,AO,2018-10-11T18:06:17Z
aoml/15819/profiles/R15819_028.nc,1998-06-06T14:46:19Z,-7.351,-1,,,,
